City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
531,dudhani,17.3667,76.3667,26.48,38,0,2.31,IN,1707275621
532,saint-leu,-21.15,55.2833,25.46,71,61,1.06,RE,1707275622
533,cambria,35.5641,-121.0808,11.41,87,66,0.89,US,1707275622
534,ouargla,31.9493,5.325,8.04,53,0,0.0,DZ,1707275622
535,kill devil hills,36.0307,-75.676,5.55,75,100,10.8,US,1707275477
536,shache,38.4167,77.2406,-2.94,74,82,1.32,CN,1707275622
537,cradock,-32.1642,25.6192,20.42,73,3,0.9,ZA,1707275433
538,phu khiao,16.3765,102.1285,32.49,21,0,0.74,TH,1707275623
539,konarka,19.9,86.1167,25.22,81,0,1.7,IN,1707275623
540,berdigestyakh,62.0989,126.6992,-23.27,95,100,1.97,RU,1707275623
541,tingo maria,-9.2895,-76.0088,21.28,97,29,1.03,PE,1707275623
542,antsiranana,-12.2787,49.2917,23.91,92,100,0.45,MG,1707275623
543,kirkland lake,48.1446,-80.0377,0.16,74,100,1.54,CA,1707275623
544,hansot,21.5833,72.8,22.37,53,20,3.72,IN,1707275623
545,taoudenni,22.6783,-3.9836,17.14,16,0,4.52,ML,1707275624
546,morlaix,48.5833,-4.0,12.26,90,100,11.32,FR,1707275624
547,sakakah,29.9697,40.2064,6.76,66,5,1.18,SA,1707275624
548,iquitos,-3.7481,-73.2472,24.02,100,40,1.03,PE,1707275624
549,la'ie,21.6477,-157.9253,25.98,72,12,10.08,US,1707275624
550,luga,58.7372,29.8453,-13.13,97,98,2.64,RU,1707275624
551,talcahuano,-36.7167,-73.1167,16.45,96,71,3.22,CL,1707275625
552,kongsvinger,60.1905,11.9977,-8.07,96,100,1.77,NO,1707275625
553,shaffa,10.5067,12.3332,17.64,38,96,3.94,NG,1707275625
554,cacu,-18.5567,-51.1308,21.81,82,100,1.73,BR,1707275625
555,kyzyl-mazhalyk,51.1333,90.6,-27.27,90,49,1.34,RU,1707275625
556,lagos,6.5833,3.75,25.18,67,61,1.44,NG,1707275625
557,roosevelt,33.9668,-103.4505,10.12,48,100,8.02,US,1707275625
558,nuku'alofa,-21.1333,-175.2,29.19,70,40,4.63,TO,1707275625
559,kadugli,11.0167,29.7167,18.98,18,47,5.88,SD,1707275626
560,lycksele,64.5954,18.6735,-27.84,100,98,0.89,SE,1707275626
561,oltinko'l,40.8011,72.1634,2.43,43,97,2.06,UZ,1707275626
